Date,Location,Received_Calls,Number_of_Errors,Customers_Served,Average_Spend_per_Customer,Employee_Satisfaction_Rate,Store_Health,Store_ID
2022-07-11 03:14:05.074844,Downtown,10,0,190,19.64,3,Unhealthy,93
2022-07-12 03:14:05.074844,Downtown,13,1,183,8.85,4,Unhealthy,21
2022-07-13 03:14:05.074844,Downtown,12,2,203,11.84,4,Healthy,75
2022-07-14 03:14:05.074844,Downtown,10,0,230,5.45,4,Unhealthy,48
2022-07-15 03:14:05.074844,University,11,2,182,10.96,3,Healthy,62
2022-07-16 03:14:05.074844,Downtown,4,0,217,13.57,1,Healthy,58
2022-07-17 03:14:05.074844,University,6,2,231,19.3,4,Healthy,18
2022-07-18 03:14:05.074844,University,10,1,166,12.75,5,Healthy,59
2022-07-19 03:14:05.074844,Downtown,2,3,193,17.29,4,Healthy,91
2022-07-20 03:14:05.074844,Downtown,12,2,205,13.21,4,Healthy,48
2022-07-21 03:14:05.074844,Suburban,4,5,207,5.61,5,Unhealthy,63
2022-07-22 03:14:05.074844,Mall,17,3,181,9.73,3,Unhealthy,12
2022-07-23 03:14:05.074844,Downtown,8,1,191,13.63,4,Unhealthy,87
2022-07-24 03:14:05.074844,Suburban,8,1,207,19.26,4,Healthy,34
2022-07-25 03:14:05.074844,Suburban,12,3,184,17.89,3,Unhealthy,61
2022-07-26 03:14:05.074844,Mall,6,0,190,8.43,4,Unhealthy,87
2022-07-27 03:14:05.074844,University,8,0,192,8.3,4,Healthy,53
2022-07-28 03:14:05.074844,Downtown,8,1,168,8.02,3,Unhealthy,25
2022-07-29 03:14:05.074844,Mall,11,1,209,18.84,3,Unhealthy,62
2022-07-30 03:14:05.074844,Downtown,7,2,189,17.79,1,Healthy,4
2022-07-31 03:14:05.074844,Suburban,11,4,207,16.62,4,Unhealthy,94
2022-08-01 03:14:05.074844,Suburban,11,2,214,10.89,3,Unhealthy,94
2022-08-02 03:14:05.074844,University,13,6,186,12.57,2,Healthy,13
2022-08-03 03:14:05.074844,Suburban,11,1,199,11.96,4,Healthy,42
2022-08-04 03:14:05.074844,Suburban,13,2,206,8.8,4,Healthy,49
2022-08-05 03:14:05.074844,Mall,6,1,197,12.58,4,Healthy,78
2022-08-06 03:14:05.074844,Downtown,16,3,192,5.46,4,Unhealthy,56
2022-08-07 03:14:05.074844,Downtown,9,3,211,6.98,5,Unhealthy,47
2022-08-08 03:14:05.074844,Mall,9,2,203,18.3,5,Healthy,8
2022-08-09 03:14:05.074844,University,16,4,182,16.28,4,Unhealthy,55
2022-08-10 03:14:05.074844,Downtown,6,2,187,11.34,4,Healthy,88
2022-08-11 03:14:05.074844,Suburban,14,3,202,12.76,3,Healthy,18
2022-08-12 03:14:05.074844,Downtown,8,2,209,10.55,5,Healthy,35
2022-08-13 03:14:05.074844,Suburban,15,2,179,16.11,3,Unhealthy,89
2022-08-14 03:14:05.074844,University,13,1,184,16.76,3,Healthy,81
2022-08-15 03:14:05.074844,Mall,13,3,194,16.45,3,Healthy,32
2022-08-16 03:14:05.074844,Downtown,6,3,181,15.84,2,Healthy,24
2022-08-17 03:14:05.074844,Mall,6,2,190,8.07,5,Unhealthy,7
2022-08-18 03:14:05.074844,Downtown,13,0,216,10.07,4,Unhealthy,13
2022-08-19 03:14:05.074844,Suburban,10,1,213,12.05,4,Healthy,91
2022-08-20 03:14:05.074844,Mall,12,1,192,9.96,4,Healthy,69
2022-08-21 03:14:05.074844,Downtown,11,5,198,16.32,4,Unhealthy,100
2022-08-22 03:14:05.074844,Suburban,8,1,189,9.94,1,Unhealthy,90
2022-08-23 03:14:05.074844,Mall,11,3,199,7.07,4,Healthy,42
2022-08-24 03:14:05.074844,Mall,6,2,173,10.99,4,Unhealthy,31
2022-08-25 03:14:05.074844,Downtown,5,3,187,19.7,3,Unhealthy,74
2022-08-26 03:14:05.074844,Downtown,13,4,186,8.39,4,Healthy,26
2022-08-27 03:14:05.074844,Downtown,10,3,187,14.18,3,Unhealthy,86
2022-08-28 03:14:05.074844,Suburban,11,3,229,11.49,3,Unhealthy,76
2022-08-29 03:14:05.074844,Downtown,9,2,194,6.07,3,Unhealthy,32
2022-08-30 03:14:05.074844,Mall,10,3,168,12.32,3,Healthy,91
2022-08-31 03:14:05.074844,Mall,13,2,206,15.53,4,Healthy,97
2022-09-01 03:14:05.074844,Downtown,12,2,230,12.7,4,Healthy,52
2022-09-02 03:14:05.074844,Downtown,18,5,208,18.08,3,Healthy,20
2022-09-03 03:14:05.074844,University,8,4,200,9.33,4,Unhealthy,40
2022-09-04 03:14:05.074844,Mall,8,1,198,6.29,4,Unhealthy,59
2022-09-05 03:14:05.074844,Suburban,9,2,193,19.05,3,Unhealthy,77
2022-09-06 03:14:05.074844,University,14,3,200,10.67,3,Unhealthy,14
2022-09-07 03:14:05.074844,Downtown,9,2,184,13.65,5,Healthy,44
2022-09-08 03:14:05.074844,Downtown,12,2,186,16.88,4,Unhealthy,86
2022-09-09 03:14:05.074844,Mall,11,0,209,9.86,5,Unhealthy,82
2022-09-10 03:14:05.074844,Downtown,13,3,202,15.74,3,Healthy,48
2022-09-11 03:14:05.074844,Suburban,11,2,199,7.03,4,Unhealthy,93
2022-09-12 03:14:05.074844,Mall,11,3,200,9.37,3,Healthy,43
2022-09-13 03:14:05.074844,Downtown,11,2,186,7.17,3,Unhealthy,16
2022-09-14 03:14:05.074844,Mall,11,3,207,17.17,4,Unhealthy,35
2022-09-15 03:14:05.074844,Downtown,8,2,178,8.34,3,Healthy,53
2022-09-16 03:14:05.074844,Downtown,10,2,181,15.76,3,Unhealthy,34
2022-09-17 03:14:05.074844,Downtown,4,2,201,19.15,3,Unhealthy,3
2022-09-18 03:14:05.074844,Suburban,13,3,204,12.92,1,Healthy,68
2022-09-19 03:14:05.074844,Suburban,9,2,197,13.1,4,Healthy,5
2022-09-20 03:14:05.074844,Mall,8,1,208,11.92,4,Healthy,10
2022-09-21 03:14:05.074844,Downtown,5,1,191,9.89,2,Unhealthy,52
2022-09-22 03:14:05.074844,Downtown,11,3,206,12.13,3,Unhealthy,29
2022-09-23 03:14:05.074844,Suburban,11,0,214,14.04,2,Unhealthy,96
2022-09-24 03:14:05.074844,Downtown,11,0,190,19.79,4,Unhealthy,31
2022-09-25 03:14:05.074844,Suburban,5,3,184,19.07,2,Unhealthy,66
2022-09-26 03:14:05.074844,Downtown,14,2,208,17.93,4,Healthy,76
2022-09-27 03:14:05.074844,Mall,11,2,173,18.34,1,Unhealthy,91
2022-09-28 03:14:05.074844,Downtown,7,0,203,12.02,3,Healthy,69
2022-09-29 03:14:05.074844,Downtown,8,2,194,14.86,5,Healthy,37
2022-09-30 03:14:05.074844,University,8,1,185,18.43,4,Unhealthy,27
2022-10-01 03:14:05.074844,Suburban,7,2,197,10.89,2,Healthy,87
2022-10-02 03:14:05.074844,Downtown,7,3,189,19.43,4,Unhealthy,33
2022-10-03 03:14:05.074844,Downtown,10,1,199,11.24,4,Unhealthy,68
2022-10-04 03:14:05.074844,University,6,5,192,14.02,4,Healthy,59
2022-10-05 03:14:05.074844,University,12,1,177,15.65,4,Healthy,64
2022-10-06 03:14:05.074844,Suburban,9,2,186,19.26,4,Unhealthy,85
2022-10-07 03:14:05.074844,University,13,2,195,8.67,5,Unhealthy,88
2022-10-08 03:14:05.074844,Mall,11,1,199,16.19,3,Healthy,44
2022-10-09 03:14:05.074844,University,17,3,179,12.81,4,Healthy,95
2022-10-10 03:14:05.074844,Mall,3,1,207,9.03,4,Unhealthy,88
2022-10-11 03:14:05.074844,Suburban,8,1,191,16.65,1,Unhealthy,49
2022-10-12 03:14:05.074844,Suburban,15,1,186,13.28,1,Healthy,53
2022-10-13 03:14:05.074844,Suburban,8,1,187,14.91,2,Healthy,74
2022-10-14 03:14:05.074844,Suburban,9,4,190,9.84,4,Unhealthy,49
2022-10-15 03:14:05.074844,Suburban,4,0,206,12.22,4,Unhealthy,66
2022-10-16 03:14:05.074844,Mall,15,1,182,14.26,4,Unhealthy,95
2022-10-17 03:14:05.074844,Mall,10,1,193,11.07,1,Unhealthy,63
2022-10-18 03:14:05.074844,Suburban,18,1,202,7.98,4,Unhealthy,25
2022-10-19 03:14:05.074844,University,16,1,206,19.42,5,Healthy,4
2022-10-20 03:14:05.074844,Downtown,9,1,201,12.67,3,Unhealthy,51
2022-10-21 03:14:05.074844,Suburban,7,0,190,16.01,4,Healthy,11
2022-10-22 03:14:05.074844,University,7,3,204,11.17,4,Unhealthy,17
2022-10-23 03:14:05.074844,Downtown,11,0,188,10.33,4,Healthy,66
2022-10-24 03:14:05.074844,Suburban,5,3,199,11.11,4,Healthy,70
2022-10-25 03:14:05.074844,Suburban,7,1,223,11.14,5,Unhealthy,73
2022-10-26 03:14:05.074844,Mall,14,6,195,13.16,3,Unhealthy,69
2022-10-27 03:14:05.074844,Downtown,10,1,216,13.15,5,Healthy,84
2022-10-28 03:14:05.074844,Downtown,10,2,205,12.46,3,Unhealthy,29
2022-10-29 03:14:05.074844,University,10,1,215,7.02,3,Healthy,85
2022-10-30 03:14:05.074844,Mall,10,1,218,12.44,2,Healthy,73
2022-10-31 03:14:05.074844,Mall,11,4,196,7.54,4,Unhealthy,92
2022-11-01 03:14:05.074844,Mall,4,1,207,6.89,3,Healthy,72
2022-11-02 03:14:05.074844,Mall,13,2,219,18.99,3,Unhealthy,95
2022-11-03 03:14:05.074844,Downtown,7,3,193,14.07,3,Healthy,20
2022-11-04 03:14:05.074844,Downtown,6,0,197,14.89,5,Unhealthy,27
2022-11-05 03:14:05.074844,Suburban,13,1,196,11.03,4,Unhealthy,8
2022-11-06 03:14:05.074844,Suburban,7,1,197,18.63,4,Healthy,85
2022-11-07 03:14:05.074844,Mall,10,1,204,14.57,4,Healthy,61
2022-11-08 03:14:05.074844,Mall,10,3,179,16.54,4,Unhealthy,28
2022-11-09 03:14:05.074844,Mall,5,1,193,10.53,3,Unhealthy,87
2022-11-10 03:14:05.074844,Suburban,13,2,218,19.4,5,Healthy,70
2022-11-11 03:14:05.074844,University,7,3,174,17.31,2,Unhealthy,3
2022-11-12 03:14:05.074844,University,8,1,187,17.81,3,Healthy,69
2022-11-13 03:14:05.074844,Suburban,11,2,202,7.58,3,Healthy,73
2022-11-14 03:14:05.074844,Suburban,13,3,181,9.06,4,Healthy,7
2022-11-15 03:14:05.074844,Suburban,15,1,202,9.28,4,Healthy,60
2022-11-16 03:14:05.074844,Suburban,6,2,196,9.06,4,Unhealthy,4
2022-11-17 03:14:05.074844,Suburban,13,3,204,17.83,2,Unhealthy,5
2022-11-18 03:14:05.074844,Suburban,6,2,204,5.48,4,Unhealthy,11
2022-11-19 03:14:05.074844,Mall,7,0,191,6.14,3,Unhealthy,15
2022-11-20 03:14:05.074844,Mall,11,3,213,9.11,3,Unhealthy,64
2022-11-21 03:14:05.074844,Mall,9,2,195,8.0,2,Unhealthy,98
2022-11-22 03:14:05.074844,Mall,5,2,202,8.48,4,Unhealthy,13
2022-11-23 03:14:05.074844,Suburban,13,0,194,16.97,3,Unhealthy,7
2022-11-24 03:14:05.074844,University,19,1,203,13.45,4,Unhealthy,6
2022-11-25 03:14:05.074844,Downtown,11,0,206,5.09,4,Healthy,56
2022-11-26 03:14:05.074844,Suburban,14,1,176,11.44,4,Unhealthy,64
2022-11-27 03:14:05.074844,Downtown,6,1,188,11.12,4,Unhealthy,50
2022-11-28 03:14:05.074844,University,11,2,216,6.71,3,Unhealthy,30
2022-11-29 03:14:05.074844,Mall,7,3,213,15.14,3,Unhealthy,22
2022-11-30 03:14:05.074844,University,13,3,196,15.53,4,Unhealthy,25
2022-12-01 03:14:05.074844,Suburban,12,2,186,15.81,4,Unhealthy,28
2022-12-02 03:14:05.074844,Mall,10,2,184,15.93,4,Healthy,84
2022-12-03 03:14:05.074844,Suburban,10,4,212,5.0,5,Unhealthy,39
2022-12-04 03:14:05.074844,Mall,10,1,215,19.31,3,Healthy,67
2022-12-05 03:14:05.074844,Downtown,8,3,230,17.21,2,Unhealthy,5
2022-12-06 03:14:05.074844,Downtown,5,3,207,18.56,4,Unhealthy,65
2022-12-07 03:14:05.074844,Downtown,6,4,205,5.23,3,Healthy,15
2022-12-08 03:14:05.074844,University,9,2,186,19.01,1,Healthy,90
2022-12-09 03:14:05.074844,Suburban,11,4,201,17.15,5,Unhealthy,67
2022-12-10 03:14:05.074844,University,8,3,210,17.56,3,Healthy,40
2022-12-11 03:14:05.074844,Downtown,11,2,180,6.4,5,Healthy,98
2022-12-12 03:14:05.074844,Suburban,12,3,200,16.08,4,Unhealthy,69
2022-12-13 03:14:05.074844,Downtown,12,2,224,19.4,4,Healthy,95
2022-12-14 03:14:05.074844,University,8,2,215,15.18,3,Healthy,77
2022-12-15 03:14:05.074844,University,12,4,194,13.56,3,Unhealthy,43
2022-12-16 03:14:05.074844,University,8,4,183,19.18,4,Healthy,1
2022-12-17 03:14:05.074844,Downtown,13,1,203,11.64,3,Healthy,22
2022-12-18 03:14:05.074844,Suburban,12,1,224,13.99,3,Unhealthy,62
2022-12-19 03:14:05.074844,Suburban,5,0,207,12.15,3,Unhealthy,79
2022-12-20 03:14:05.074844,Downtown,10,3,201,18.99,3,Unhealthy,26
2022-12-21 03:14:05.074844,Suburban,10,1,197,6.14,3,Unhealthy,18
2022-12-22 03:14:05.074844,Downtown,21,6,201,12.52,4,Unhealthy,48
2022-12-23 03:14:05.074844,Suburban,9,1,186,15.3,3,Healthy,9
2022-12-24 03:14:05.074844,Mall,8,1,187,16.88,1,Healthy,1
2022-12-25 03:14:05.074844,Mall,8,3,207,13.75,4,Healthy,9
2022-12-26 03:14:05.074844,University,12,3,203,18.63,5,Healthy,23
2022-12-27 03:14:05.074844,Mall,14,0,192,19.13,3,Unhealthy,45
2022-12-28 03:14:05.074844,Mall,14,2,186,5.96,2,Unhealthy,2
2022-12-29 03:14:05.074844,Mall,12,1,193,11.04,4,Healthy,14
2022-12-30 03:14:05.074844,Downtown,5,3,192,5.35,5,Unhealthy,38
2022-12-31 03:14:05.074844,Mall,8,1,222,9.94,4,Healthy,40
2023-01-01 03:14:05.074844,Mall,8,3,189,13.05,4,Healthy,63
2023-01-02 03:14:05.074844,University,12,5,192,18.66,3,Unhealthy,82
2023-01-03 03:14:05.074844,Mall,12,0,218,17.7,4,Healthy,16
2023-01-04 03:14:05.074844,Mall,15,1,184,6.91,2,Healthy,93
2023-01-05 03:14:05.074844,Suburban,4,2,200,6.4,4,Healthy,75
2023-01-06 03:14:05.074844,University,13,1,220,13.84,4,Healthy,6
2023-01-07 03:14:05.074844,University,14,5,222,12.98,5,Unhealthy,3
2023-01-08 03:14:05.074844,University,11,1,199,9.0,3,Unhealthy,14
2023-01-09 03:14:05.074844,University,14,3,207,18.49,1,Healthy,66
2023-01-10 03:14:05.074844,University,10,2,193,18.91,4,Healthy,96
2023-01-11 03:14:05.074844,University,8,2,170,11.04,4,Unhealthy,95
2023-01-12 03:14:05.074844,Downtown,13,0,198,18.35,4,Unhealthy,75
2023-01-13 03:14:05.074844,Mall,15,2,197,10.76,3,Healthy,86
2023-01-14 03:14:05.074844,University,11,2,184,16.05,3,Healthy,67
2023-01-15 03:14:05.074844,Mall,11,4,201,12.14,4,Unhealthy,31
2023-01-16 03:14:05.074844,Mall,7,0,192,6.84,3,Unhealthy,33
2023-01-17 03:14:05.074844,Downtown,5,3,174,18.92,5,Healthy,88
2023-01-18 03:14:05.074844,University,10,3,174,11.81,4,Unhealthy,1
2023-01-19 03:14:05.074844,Suburban,17,3,211,16.02,4,Healthy,44
2023-01-20 03:14:05.074844,Downtown,12,2,209,10.51,4,Unhealthy,15
2023-01-21 03:14:05.074844,Suburban,11,0,199,5.28,4,Unhealthy,37
2023-01-22 03:14:05.074844,Mall,7,2,212,6.51,3,Unhealthy,27
2023-01-23 03:14:05.074844,Mall,10,2,194,12.44,4,Healthy,48
2023-01-24 03:14:05.074844,Downtown,6,1,206,15.35,3,Healthy,27
2023-01-25 03:14:05.074844,Downtown,10,0,218,10.02,4,Healthy,12
2023-01-26 03:14:05.074844,Suburban,11,0,212,15.43,3,Unhealthy,67
2023-01-27 03:14:05.074844,University,7,1,220,15.48,4,Healthy,30
2023-01-28 03:14:05.074844,Suburban,7,0,201,15.56,3,Healthy,96
2023-01-29 03:14:05.074844,Downtown,5,2,174,12.39,3,Healthy,87
2023-01-30 03:14:05.074844,Suburban,13,1,228,18.72,5,Unhealthy,66
2023-01-31 03:14:05.074844,Downtown,10,3,205,12.34,3,Healthy,7
2023-02-01 03:14:05.074844,Suburban,16,1,178,11.75,4,Healthy,34
2023-02-02 03:14:05.074844,Downtown,5,1,211,7.99,5,Healthy,32
2023-02-03 03:14:05.074844,Downtown,5,6,192,9.61,1,Unhealthy,39
2023-02-04 03:14:05.074844,Downtown,10,3,174,5.64,4,Unhealthy,96
2023-02-05 03:14:05.074844,University,10,1,189,14.5,3,Unhealthy,43
2023-02-06 03:14:05.074844,Suburban,8,1,228,8.73,1,Unhealthy,43
2023-02-07 03:14:05.074844,Suburban,9,4,196,9.56,3,Unhealthy,78
2023-02-08 03:14:05.074844,Suburban,15,3,193,16.56,5,Healthy,3
2023-02-09 03:14:05.074844,Downtown,11,0,206,9.91,1,Unhealthy,46
2023-02-10 03:14:05.074844,Suburban,13,0,168,8.63,4,Healthy,32
2023-02-11 03:14:05.074844,Suburban,11,3,202,7.54,4,Healthy,43
2023-02-12 03:14:05.074844,Downtown,7,3,201,16.62,5,Unhealthy,100
2023-02-13 03:14:05.074844,Mall,11,4,188,6.95,2,Healthy,81
2023-02-14 03:14:05.074844,Downtown,5,2,188,11.81,4,Healthy,3
2023-02-15 03:14:05.074844,Suburban,10,1,197,12.6,4,Healthy,74
2023-02-16 03:14:05.074844,Downtown,6,4,202,15.31,4,Unhealthy,63
2023-02-17 03:14:05.074844,Mall,13,2,222,14.5,5,Healthy,40
2023-02-18 03:14:05.074844,Downtown,4,1,178,17.16,4,Unhealthy,18
2023-02-19 03:14:05.074844,Suburban,16,2,227,5.67,1,Unhealthy,67
2023-02-20 03:14:05.074844,Mall,12,2,201,9.45,4,Unhealthy,62
2023-02-21 03:14:05.074844,University,11,2,177,9.2,3,Healthy,10
2023-02-22 03:14:05.074844,Suburban,12,1,223,7.19,3,Unhealthy,52
2023-02-23 03:14:05.074844,Mall,15,0,207,9.34,4,Healthy,73
2023-02-24 03:14:05.074844,Mall,10,3,204,9.65,3,Healthy,46
2023-02-25 03:14:05.074844,University,8,4,210,12.83,3,Healthy,55
2023-02-26 03:14:05.074844,Downtown,11,6,198,14.96,5,Unhealthy,46
2023-02-27 03:14:05.074844,Downtown,6,4,185,10.72,2,Healthy,75
2023-02-28 03:14:05.074844,Suburban,8,2,192,15.79,5,Healthy,60
2023-03-01 03:14:05.074844,University,11,1,184,10.04,4,Healthy,97
2023-03-02 03:14:05.074844,Downtown,12,4,181,9.35,4,Healthy,100
2023-03-03 03:14:05.074844,University,12,2,189,13.12,4,Unhealthy,26
2023-03-04 03:14:05.074844,Downtown,8,3,190,5.36,3,Unhealthy,27
2023-03-05 03:14:05.074844,Mall,9,2,220,6.2,3,Unhealthy,38
2023-03-06 03:14:05.074844,Downtown,15,3,205,11.27,3,Healthy,22
2023-03-07 03:14:05.074844,University,8,0,195,19.14,3,Healthy,26
2023-03-08 03:14:05.074844,Mall,9,2,207,15.82,5,Unhealthy,86
2023-03-09 03:14:05.074844,Mall,12,2,191,6.32,4,Healthy,69
2023-03-10 03:14:05.074844,Mall,9,2,179,17.69,2,Unhealthy,35
2023-03-11 03:14:05.074844,University,9,3,200,15.98,2,Healthy,66
2023-03-12 03:14:05.074844,Suburban,15,2,189,14.16,3,Unhealthy,99
2023-03-13 03:14:05.074844,Suburban,6,2,193,17.3,2,Healthy,73
2023-03-14 03:14:05.074844,Suburban,11,3,193,11.06,4,Healthy,51
2023-03-15 03:14:05.074844,University,8,5,221,8.32,2,Unhealthy,18
2023-03-16 03:14:05.074844,Mall,9,3,198,12.68,4,Unhealthy,43
2023-03-17 03:14:05.074844,Suburban,12,0,219,13.23,1,Healthy,12
2023-03-18 03:14:05.074844,University,9,2,230,13.07,3,Unhealthy,3
2023-03-19 03:14:05.074844,Suburban,12,3,193,13.48,4,Unhealthy,82
2023-03-20 03:14:05.074844,Downtown,10,2,202,19.23,4,Healthy,7
2023-03-21 03:14:05.074844,Suburban,9,3,197,18.53,5,Healthy,97
2023-03-22 03:14:05.074844,Suburban,6,2,210,18.14,5,Healthy,6
2023-03-23 03:14:05.074844,Mall,13,0,228,17.02,3,Healthy,82
2023-03-24 03:14:05.074844,University,8,2,188,19.15,1,Unhealthy,45
2023-03-25 03:14:05.074844,Mall,8,1,162,6.48,4,Healthy,86
2023-03-26 03:14:05.074844,Mall,11,2,180,8.98,5,Healthy,39
2023-03-27 03:14:05.074844,Mall,18,2,209,12.43,4,Healthy,51
2023-03-28 03:14:05.074844,Mall,9,4,189,17.7,2,Unhealthy,9
2023-03-29 03:14:05.074844,Mall,10,0,188,12.58,5,Healthy,99
2023-03-30 03:14:05.074844,Suburban,10,2,179,16.22,3,Healthy,23
2023-03-31 03:14:05.074844,Mall,9,0,188,7.08,4,Healthy,12
2023-04-01 03:14:05.074844,Mall,7,0,222,8.79,5,Unhealthy,88
2023-04-02 03:14:05.074844,University,10,1,194,15.98,3,Healthy,62
2023-04-03 03:14:05.074844,Downtown,11,2,196,7.47,5,Unhealthy,73
2023-04-04 03:14:05.074844,Suburban,9,0,198,10.27,3,Healthy,77
2023-04-05 03:14:05.074844,Suburban,10,1,230,8.97,5,Healthy,40
2023-04-06 03:14:05.074844,Suburban,11,4,202,10.25,3,Unhealthy,54
2023-04-07 03:14:05.074844,Mall,11,3,186,15.62,5,Healthy,81
2023-04-08 03:14:05.074844,Mall,9,4,187,10.52,2,Unhealthy,7
2023-04-09 03:14:05.074844,Mall,10,2,184,13.33,4,Unhealthy,17
2023-04-10 03:14:05.074844,University,15,2,204,6.5,4,Unhealthy,50
2023-04-11 03:14:05.074844,Downtown,10,2,195,17.08,4,Unhealthy,24
2023-04-12 03:14:05.074844,Mall,6,1,203,10.55,3,Healthy,2
2023-04-13 03:14:05.074844,Downtown,6,1,173,14.73,4,Healthy,99
2023-04-14 03:14:05.074844,University,8,1,215,15.88,3,Unhealthy,92
2023-04-15 03:14:05.074844,Suburban,16,1,215,8.14,4,Unhealthy,83
2023-04-16 03:14:05.074844,Mall,10,3,180,18.27,3,Unhealthy,33
2023-04-17 03:14:05.074844,Downtown,11,2,192,14.24,5,Healthy,21
2023-04-18 03:14:05.074844,Downtown,8,2,213,11.43,1,Healthy,74
2023-04-19 03:14:05.074844,Mall,13,2,200,7.74,3,Unhealthy,53
2023-04-20 03:14:05.074844,Suburban,10,0,196,19.13,3,Healthy,46
2023-04-21 03:14:05.074844,Suburban,13,1,182,16.33,3,Healthy,45
2023-04-22 03:14:05.074844,Suburban,7,4,170,8.12,3,Healthy,9
2023-04-23 03:14:05.074844,University,14,2,186,10.07,4,Unhealthy,6
2023-04-24 03:14:05.074844,Downtown,9,4,194,17.15,5,Healthy,51
2023-04-25 03:14:05.074844,Downtown,12,4,216,15.44,4,Unhealthy,35
2023-04-26 03:14:05.074844,Downtown,12,2,201,16.49,4,Healthy,82
2023-04-27 03:14:05.074844,University,8,1,206,11.62,2,Unhealthy,53
2023-04-28 03:14:05.074844,Downtown,13,3,206,15.75,4,Unhealthy,19
2023-04-29 03:14:05.074844,University,8,3,169,10.8,3,Healthy,69
2023-04-30 03:14:05.074844,Suburban,12,1,202,8.17,4,Unhealthy,25
2023-05-01 03:14:05.074844,Mall,11,1,179,14.49,3,Healthy,11
2023-05-02 03:14:05.074844,Downtown,14,4,187,19.64,3,Healthy,74
2023-05-03 03:14:05.074844,Downtown,5,1,192,9.66,3,Unhealthy,17
2023-05-04 03:14:05.074844,Suburban,4,4,183,11.91,5,Healthy,36
2023-05-05 03:14:05.074844,Mall,9,0,214,15.11,2,Healthy,90
2023-05-06 03:14:05.074844,University,8,3,200,13.12,4,Healthy,95
2023-05-07 03:14:05.074844,Mall,10,3,209,17.65,2,Healthy,96
2023-05-08 03:14:05.074844,Suburban,4,3,189,16.43,4,Unhealthy,21
2023-05-09 03:14:05.074844,Suburban,3,2,203,5.87,5,Healthy,18
2023-05-10 03:14:05.074844,Mall,9,1,190,19.98,3,Unhealthy,60
2023-05-11 03:14:05.074844,University,7,0,182,16.29,4,Unhealthy,18
2023-05-12 03:14:05.074844,University,9,2,196,17.96,5,Healthy,1
2023-05-13 03:14:05.074844,Downtown,8,2,219,14.77,4,Healthy,14
2023-05-14 03:14:05.074844,University,7,2,201,17.84,4,Unhealthy,8
2023-05-15 03:14:05.074844,Mall,9,3,208,6.69,4,Healthy,66
2023-05-16 03:14:05.074844,Suburban,6,3,180,10.22,4,Healthy,51
2023-05-17 03:14:05.074844,Downtown,10,1,206,18.15,2,Healthy,79
2023-05-18 03:14:05.074844,Downtown,11,2,185,8.02,4,Unhealthy,60
2023-05-19 03:14:05.074844,Suburban,7,1,229,6.17,3,Unhealthy,34
2023-05-20 03:14:05.074844,University,10,2,217,16.82,2,Healthy,36
2023-05-21 03:14:05.074844,Suburban,6,0,212,17.53,4,Healthy,62
2023-05-22 03:14:05.074844,University,8,1,215,7.44,3,Unhealthy,1
2023-05-23 03:14:05.074844,Suburban,8,1,204,17.82,2,Unhealthy,85
2023-05-24 03:14:05.074844,Mall,11,2,190,15.3,4,Unhealthy,42
2023-05-25 03:14:05.074844,University,12,1,200,12.8,5,Unhealthy,1
2023-05-26 03:14:05.074844,Mall,3,1,194,17.45,5,Healthy,96
2023-05-27 03:14:05.074844,Downtown,12,2,194,11.29,5,Unhealthy,84
2023-05-28 03:14:05.074844,Suburban,14,4,222,7.91,5,Healthy,54
2023-05-29 03:14:05.074844,Downtown,7,0,195,9.27,1,Healthy,47
2023-05-30 03:14:05.074844,Downtown,8,1,205,12.58,3,Unhealthy,100
2023-05-31 03:14:05.074844,Downtown,9,4,227,12.97,4,Healthy,39
2023-06-01 03:14:05.074844,Downtown,14,2,232,17.08,3,Unhealthy,30
2023-06-02 03:14:05.074844,Suburban,9,1,204,16.87,4,Healthy,7
2023-06-03 03:14:05.074844,Downtown,5,1,221,13.72,4,Unhealthy,22
2023-06-04 03:14:05.074844,Suburban,10,3,207,16.71,3,Unhealthy,50
2023-06-05 03:14:05.074844,Suburban,11,1,183,7.88,5,Healthy,45
2023-06-06 03:14:05.074844,Mall,12,3,219,5.75,4,Unhealthy,74
2023-06-07 03:14:05.074844,University,17,3,181,18.1,4,Healthy,72
2023-06-08 03:14:05.074844,University,8,2,204,6.13,5,Unhealthy,91
2023-06-09 03:14:05.074844,Suburban,13,2,190,8.7,4,Healthy,10
2023-06-10 03:14:05.074844,Mall,3,4,197,15.43,3,Unhealthy,14
2023-06-11 03:14:05.074844,Suburban,17,1,184,11.14,4,Healthy,46
2023-06-12 03:14:05.074844,Suburban,9,1,201,18.14,4,Healthy,75
2023-06-13 03:14:05.074844,Suburban,7,2,225,9.47,4,Healthy,6
2023-06-14 03:14:05.074844,Mall,9,1,210,5.18,4,Healthy,21
2023-06-15 03:14:05.074844,University,13,3,186,9.51,4,Unhealthy,62
2023-06-16 03:14:05.074844,Mall,7,3,208,13.67,3,Unhealthy,97
2023-06-17 03:14:05.074844,Downtown,10,4,197,10.64,5,Unhealthy,19
2023-06-18 03:14:05.074844,Mall,7,1,213,13.02,5,Healthy,88
2023-06-19 03:14:05.074844,Mall,11,1,213,18.15,3,Healthy,82
2023-06-20 03:14:05.074844,Mall,6,1,206,18.69,2,Healthy,99
2023-06-21 03:14:05.074844,Mall,12,1,190,8.99,5,Unhealthy,62
